,y,x,stop_id_old,stop_id_new,stop_name_new
1066,8.485281374,1,place-mlmnl,5327,Malden Center East Busway 2
522,1.828427125,3.171572875,place-davis,5104,Davis Busway
1065,8.485281374,1,place-mlmnl,5072,Malden Center West Busway
674,7.071067812,6,place-gover,4510,Cambridge St @ Government Ctr Sta
1193,8.485281374,11.82842712,place-nqncy,3125,North Quincy Busway
1794,8.485281374,3,place-sull,2874,Sullivan Square Upper Busway
1360,2.828427125,3.171572875,place-portr,2430,Somerville Ave @ Massachusetts Ave
920,4.949747468,5.292893219,place-knncl,2231,Main St @ Kendall Station - Red Line
764,3.535533906,3.878679656,place-harsq,2076,Harvard Lower Busway
608,12.19238816,7.071067812,place-fenwy,1807,Park Dr @ Fenway Station
798,8.535533906,14.72792206,place-hsmnl,1761,Heath St @ S Huntington Ave
489,8.485281374,4.949747468,place-cool,1372,Harvard St @ Beacon St
1519,2.828427125,11.65685425,place-rcmnl,1323,Tremont St @ Columbus Ave
488,8.485281374,4.949747468,place-cool,1308,Harvard St @ Beacon St
183,5.656854249,7.778174593,place-bcnwa,1292,Washington St @ Beacon St
182,5.656854249,7.778174593,place-bcnwa,1276,Washington St @ Beacon St
1518,2.828427125,11.65685425,place-rcmnl,1258,Tremont St @ Roxbury Crossing Station
1580,3.535533906,10.94974747,place-rugg,1226,Tremont St @ Ruggles St
906,13.60660172,5.656854249,place-kencl,899,Kenmore Station Busway
651,0,14.48528137,place-forhl,875,Forest Hills Station Lower Busway
69,7.071067812,14.82842712,place-asmnl,536,Dorchester Ave @ Hurlcroft Ave
68,7.071067812,14.82842712,place-asmnl,334,Ashmont Busway
633,7.071067812,12.82842712,place-fldcr,323,Fields Corner Busway
989,4.242640687,10.24264069,place-masta,188,Massachusetts Ave @ Massachusetts Ave Station
988,4.242640687,10.24264069,place-masta,187,Massachusetts Ave @ Massachusetts Ave Station
134,4.949747468,9.535533906,place-bbsta,176,Dartmouth St opp Back Bay Sta
266,7.778174593,9.121320344,place-brdwy,151,W Broadway @ Broadway Station
265,7.778174593,9.121320344,place-brdwy,150,Broadway Station - Red Line
0,0.828427125,3.171572875,place-alfcl,141,Alewife Station Busway
868,7.778174593,11.12132034,place-jfk,121,JFK/UMass Station Busway
1145,8.485281374,5,place-north,114,Causeway St @ North Station
1144,8.485281374,5,place-north,113,Portland St @ Causeway St
830,14.60660172,5.656854249,place-hymnl,93,Massachusetts Ave @ Newbury St
829,14.60660172,5.656854249,place-hymnl,79,Massachusetts Ave @ Newbury St
1731,7.778174593,6.707106781,place-state,65,State St @ Washington Mall - State St Sta
18,7.778174593,10.12132034,place-andrw,13,Andrew Station Busway
