,arr_dt,benchmark_travel_time_sec,dep_dt,dest_id,direction,origin_id,route_id,threshold_flag_1,threshold_flag_2,threshold_flag_3,travel_time_sec
140,1514494050,60,1514493982,70055,0,70057,Blue,,,,68
141,1514494353,60,1514494284,70055,0,70057,Blue,,,,69
142,1514494694,60,1514494626,70055,0,70057,Blue,,,,68
143,1514494903,60,1514494834,70055,0,70057,Blue,,,,69
144,1514495208,60,1514495141,70055,0,70057,Blue,,,,67
145,1514495506,60,1514495436,70055,0,70057,Blue,,,,70
146,1514495777,60,1514495707,70055,0,70057,Blue,,,,70
147,1514496046,60,1514495977,70055,0,70057,Blue,,,,69
148,1514496342,60,1514496273,70055,0,70057,Blue,,,,69
149,1514496649,60,1514496581,70055,0,70057,Blue,,,,68
150,1514496900,60,1514496823,70055,0,70057,Blue,,,,77
151,1514497193,60,1514497123,70055,0,70057,Blue,,,,70
152,1514497419,60,1514497352,70055,0,70057,Blue,,,,67
153,1514497811,60,1514497742,70055,0,70057,Blue,,,,69
154,1514497970,60,1514497901,70055,0,70057,Blue,,,,69
155,1514498271,60,1514498202,70055,0,70057,Blue,,,,69
156,1514498509,60,1514498439,70055,0,70057,Blue,,,,70
157,1514498809,60,1514498739,70055,0,70057,Blue,,,,70
158,1514499059,60,1514498988,70055,0,70057,Blue,,,,71
159,1514499340,60,1514499271,70055,0,70057,Blue,,,,69
160,1514499581,60,1514499512,70055,0,70057,Blue,,,,69
161,1514499888,60,1514499819,70055,0,70057,Blue,,,,69
162,1514500163,60,1514500092,70055,0,70057,Blue,,,,71
163,1514500456,60,1514500385,70055,0,70057,Blue,,,,71
164,1514500698,60,1514500629,70055,0,70057,Blue,,,,69
165,1514500971,60,1514500902,70055,0,70057,Blue,,,,69
166,1514501210,60,1514501141,70055,0,70057,Blue,,,,69
167,1514501501,60,1514501432,70055,0,70057,Blue,,,,69
168,1514501734,60,1514501667,70055,0,70057,Blue,,,,67
169,1514502115,60,1514502044,70055,0,70057,Blue,,,,71
170,1514502632,60,1514502547,70055,0,70057,Blue,,,,85
171,1514502760,60,1514502689,70055,0,70057,Blue,,,,71
172,1514503065,60,1514502996,70055,0,70057,Blue,,,,69
173,1514503627,60,1514503558,70055,0,70057,Blue,,,,69
174,1514503914,60,1514503845,70055,0,70057,Blue,,,,69
175,1514504515,60,1514504445,70055,0,70057,Blue,,,,70
176,1514504857,60,1514504786,70055,0,70057,Blue,,,,71
177,1514505331,60,1514505262,70055,0,70057,Blue,,,,69
178,1514505513,60,1514505445,70055,0,70057,Blue,,,,68
0,1514419328,120,1514419291,70053,0,70055,Blue,,,,37
1,1514419647,120,1514419623,70053,0,70055,Blue,,,,24
2,1514420265,120,1514420230,70053,0,70055,Blue,,,,35
3,1514420688,120,1514420653,70053,0,70055,Blue,,,,35
4,1514421265,120,1514421229,70053,0,70055,Blue,,,,36
5,1514421717,120,1514421678,70053,0,70055,Blue,,,,39
6,1514422235,120,1514422198,70053,0,70055,Blue,,,,37
7,1514422863,120,1514422826,70053,0,70055,Blue,,,,37
8,1514423712,120,1514423672,70053,0,70055,Blue,,,,40
9,1514423944,120,1514423908,70053,0,70055,Blue,,,,36
10,1514424405,120,1514424368,70053,0,70055,Blue,,,,37
11,1514424827,120,1514424790,70053,0,70055,Blue,,,,37
12,1514425439,120,1514425404,70053,0,70055,Blue,,,,35
13,1514426210,120,1514426172,70053,0,70055,Blue,,,,38
14,1514427152,120,1514427109,70053,0,70055,Blue,,,,43
15,1514427331,120,1514427287,70053,0,70055,Blue,,,,44
16,1514428376,120,1514428340,70053,0,70055,Blue,,,,36
17,1514428854,120,1514428818,70053,0,70055,Blue,,,,36
18,1514429391,120,1514429353,70053,0,70055,Blue,,,,38
19,1514429895,120,1514429857,70053,0,70055,Blue,,,,38
20,1514430437,120,1514430399,70053,0,70055,Blue,,,,38
21,1514430965,120,1514430929,70053,0,70055,Blue,,,,36
22,1514431440,120,1514431404,70053,0,70055,Blue,,,,36
23,1514431937,120,1514431901,70053,0,70055,Blue,,,,36
24,1514432451,120,1514432413,70053,0,70055,Blue,,,,38
25,1514433007,120,1514432967,70053,0,70055,Blue,,,,40
26,1514433560,120,1514433521,70053,0,70055,Blue,,,,39
27,1514434074,120,1514434037,70053,0,70055,Blue,,,,37
28,1514434607,120,1514434570,70053,0,70055,Blue,,,,37
29,1514435152,120,1514435116,70053,0,70055,Blue,,,,36
30,1514435689,120,1514435650,70053,0,70055,Blue,,,,39
31,1514436248,120,1514436210,70053,0,70055,Blue,,,,38
32,1514436738,120,1514436701,70053,0,70055,Blue,,,,37
33,1514437221,120,1514437183,70053,0,70055,Blue,,,,38
34,1514437670,120,1514437634,70053,0,70055,Blue,,,,36
35,1514438508,120,1514438472,70053,0,70055,Blue,,,,36
36,1514439032,120,1514438996,70053,0,70055,Blue,,,,36
37,1514439431,120,1514439394,70053,0,70055,Blue,,,,37
38,1514456352,120,1514456313,70053,0,70055,Blue,,,,39
39,1514456605,120,1514456568,70053,0,70055,Blue,,,,37
40,1514457027,120,1514456989,70053,0,70055,Blue,,,,38
41,1514457358,120,1514457321,70053,0,70055,Blue,,,,37
42,1514457799,120,1514457761,70053,0,70055,Blue,,,,38
43,1514458154,120,1514458114,70053,0,70055,Blue,,,,40
44,1514458629,120,1514458585,70053,0,70055,Blue,,,,44
45,1514458885,120,1514458846,70053,0,70055,Blue,,,,39
46,1514459272,120,1514459234,70053,0,70055,Blue,,,,38
47,1514459612,120,1514459586,70053,0,70055,Blue,,,,26
48,1514459974,120,1514459938,70053,0,70055,Blue,,,,36
49,1514460263,120,1514460225,70053,0,70055,Blue,,,,38
50,1514460539,120,1514460514,70053,0,70055,Blue,,,,25
51,1514460779,120,1514460741,70053,0,70055,Blue,,,,38
52,1514461102,120,1514461076,70053,0,70055,Blue,,,,26
53,1514461460,120,1514461414,70053,0,70055,Blue,,,,46
54,1514461635,120,1514461598,70053,0,70055,Blue,,,,37
55,1514461873,120,1514461835,70053,0,70055,Blue,,,,38
56,1514462185,120,1514462147,70053,0,70055,Blue,,,,38
57,1514462409,120,1514462371,70053,0,70055,Blue,,,,38
58,1514462798,120,1514462761,70053,0,70055,Blue,,,,37
59,1514462989,120,1514462952,70053,0,70055,Blue,,,,37
60,1514463285,120,1514463260,70053,0,70055,Blue,,,,25
61,1514463518,120,1514463481,70053,0,70055,Blue,,,,37
62,1514463776,120,1514463739,70053,0,70055,Blue,,,,37
63,1514464027,120,1514463991,70053,0,70055,Blue,,,,36
64,1514464342,120,1514464306,70053,0,70055,Blue,,,,36
65,1514464601,120,1514464563,70053,0,70055,Blue,,,,38
66,1514464875,120,1514464838,70053,0,70055,Blue,,,,37
67,1514465113,120,1514465076,70053,0,70055,Blue,,,,37
68,1514465472,120,1514465429,70053,0,70055,Blue,,,,43
69,1514465734,120,1514465698,70053,0,70055,Blue,,,,36
70,1514465998,120,1514465959,70053,0,70055,Blue,,,,39
71,1514466207,120,1514466181,70053,0,70055,Blue,,,,26
72,1514466500,120,1514466464,70053,0,70055,Blue,,,,36
73,1514466767,120,1514466731,70053,0,70055,Blue,,,,36
74,1514467014,120,1514466975,70053,0,70055,Blue,,,,39
75,1514467256,120,1514467219,70053,0,70055,Blue,,,,37
76,1514467639,120,1514467601,70053,0,70055,Blue,,,,38
77,1514467813,120,1514467775,70053,0,70055,Blue,,,,38
78,1514468145,120,1514468094,70053,0,70055,Blue,,,,51
79,1514468373,120,1514468336,70053,0,70055,Blue,,,,37
80,1514468663,120,1514468623,70053,0,70055,Blue,,,,40
81,1514468932,120,1514468895,70053,0,70055,Blue,,,,37
82,1514469346,120,1514469322,70053,0,70055,Blue,,,,24
83,1514469596,120,1514469556,70053,0,70055,Blue,,,,40
84,1514469821,120,1514469797,70053,0,70055,Blue,,,,24
85,1514470204,120,1514470166,70053,0,70055,Blue,,,,38
