"","origin_name","dest_name","dep_time_by15.x","origin_id","dest_id","route_id","benchmark_travel_time_sec","orig_name_old","dest_name_old","link","avg_pct_benchmark"
"131","Park Street - Green Line - (B) Boston College","Boylston - Green Line - Copley & West","2017-12-28 08:29:00",70196,70159,"Green-B",60,"place-pktrm","place-boyls","place-pktrm|place-boyls",1.11666666666667
"132","Park Street - Green Line - (C) Cleveland Circle","Boylston - Green Line - Copley & West","2017-12-28 08:29:00",70197,70159,"Green-C",180,"place-pktrm","place-boyls","place-pktrm|place-boyls",0.322222222222222
"133","Park Street - Green Line - (D) Riverside","Boylston - Green Line - Copley & West","2017-12-28 08:29:00",70198,70159,"Green-D",180,"place-pktrm","place-boyls","place-pktrm|place-boyls",0.285185185185185
"134","Park Street - Green Line - (E) Heath Street","Boylston - Green Line - Copley & West","2017-12-28 08:29:00",70199,70159,"Green-E",180,"place-pktrm","place-boyls","place-pktrm|place-boyls",0.253703703703704
"135","Park Street - Green Line - Government Center & North","Government Center - Green Line - North Station & North","2017-12-28 08:29:00",70200,70201,"Green-E",180,"place-pktrm","place-gover","place-pktrm|place-gover",0.35
"136","Park Street - Red Line - Alewife","Charles/MGH - Red Line - Alewife","2017-12-28 08:29:00",70076,70074,"Red",120,"place-pktrm","place-chmnl","place-pktrm|place-chmnl",0.583333333333333
"137","Park Street - Red Line - Ashmont/Braintree","Downtown Crossing - Red Line - Ashmont/Braintree","2017-12-28 08:29:00",70075,70077,"Red",120,"place-pktrm","place-dwnxg","place-pktrm|place-dwnxg",0.15625
"138","Pleasant Street - Green Line - (B) Boston College","Babcock Street - Green Line - (B) Boston College","2017-12-28 08:29:00",70139,70137,"Green-B",60,"place-plsgr","place-babck","place-plsgr|place-babck",1.2
"139","Pleasant Street - Green Line - Park Street & North","Saint Paul Street - Green Line - Park Street & North","2017-12-28 08:29:00",70138,70140,"Green-B",120,"place-plsgr","place-stplb","place-plsgr|place-stplb",0.133333333333333
"140","Porter - Red Line - Alewife","Davis - Red Line - Alewife","2017-12-28 08:29:00",70066,70064,"Red",180,"place-portr","place-davis","place-portr|place-davis",0.816666666666667
"141","Porter - Red Line - Ashmont/Braintree","Harvard - Red Line - Ashmont/Braintree","2017-12-28 08:29:00",70065,70067,"Red",180,"place-portr","place-harsq","place-portr|place-harsq",0.636111111111111
"142","Prudential - Green Line - (E) Heath Street","Symphony - Green Line - (E) Heath Street","2017-12-28 08:29:00",70239,70241,"Green-E",60,"place-prmnl","place-symcl","place-prmnl|place-symcl",0.691666666666667
"143","Prudential - Green Line - Park Street & North","Copley - Green Line - Park Street & North","2017-12-28 08:29:00",70240,70154,"Green-E",120,"place-prmnl","place-coecl","place-prmnl|place-coecl",0.645833333333333
"144","Quincy Adams - Red Line - Alewife","Quincy Center - Red Line - Alewife","2017-12-28 08:29:00",70104,70102,"Red",180,"place-qamnl","place-qnctr","place-qamnl|place-qnctr",0.844444444444444
"145","Quincy Center - Red Line - Alewife","Wollaston - Red Line - Alewife","2017-12-28 08:29:00",70102,70100,"Red",180,"place-qnctr","place-wlsta","place-qnctr|place-wlsta",0.494444444444444
"146","Reservoir - Green Line - (D) Riverside","Chestnut Hill - Green Line - (D) Riverside","2017-12-28 08:29:00",70175,70173,"Green-D",180,"place-rsmnl","place-chhil","place-rsmnl|place-chhil",0.683333333333333
"147","Reservoir - Green Line - Park Street & North","Beaconsfield - Green Line - Park Street & North","2017-12-28 08:29:00",70174,70176,"Green-D",180,"place-rsmnl","place-bcnfd","place-rsmnl|place-bcnfd",0.419444444444444
"148","Revere Beach - Blue Line - Bowdoin","Beachmont - Blue Line - Bowdoin","2017-12-28 08:29:00",70057,70055,"Blue",60,"place-rbmnl","place-bmmnl","place-rbmnl|place-bmmnl",1.16666666666667
"149","Riverside - Green Line - Park Street & North","Woodland - Green Line - Park Street & North","2017-12-28 08:29:00",70160,70162,"Green-D",60,"place-river","place-woodl","place-river|place-woodl",0.75
"150","Riverway - Green Line - Park Street & North","Mission Park - Green Line - Park Street & North","2017-12-28 08:29:00",70256,70254,"Green-E",120,"place-rvrwy","place-mispk","place-rvrwy|place-mispk",0.225
"151","Roxbury Crossing - Orange Line - Forest Hills","Jackson Square - Orange Line - Forest Hills","2017-12-28 08:29:00",70008,70006,"Orange",120,"place-rcmnl","place-jaksn","place-rcmnl|place-jaksn",0.441666666666667
"152","Roxbury Crossing - Orange Line - Oak Grove","Ruggles - Orange Line - Oak Grove","2017-12-28 08:29:00",70009,70011,"Orange",120,"place-rcmnl","place-rugg","place-rcmnl|place-rugg",1.1
"153","Ruggles - Orange Line - Forest Hills","Roxbury Crossing - Orange Line - Forest Hills","2017-12-28 08:29:00",70010,70008,"Orange",120,"place-rugg","place-rcmnl","place-rugg|place-rcmnl",1.25416666666667
"154","Ruggles - Orange Line - Oak Grove","Massachusetts Avenue - Orange Line - Oak Grove","2017-12-28 08:29:00",70011,70013,"Orange",120,"place-rugg","place-masta","place-rugg|place-masta",0.458333333333333
"155","Saint Marys Street - Green Line - (C) Cleveland Circle","Hawes Street - Green Line - (C) Cleveland Circle","2017-12-28 08:29:00",70211,70213,"Green-C",120,"place-smary","place-hwsst","place-smary|place-hwsst",0.808333333333333
"156","Saint Marys Street - Green Line - Park Street & North","Kenmore - Green Line - Park Street & North","2017-12-28 08:29:00",70212,70150,"Green-C",240,"place-smary","place-kencl","place-smary|place-kencl",0.639583333333333
"157","Saint Paul Street - Green Line - (B) Boston College","Pleasant Street - Green Line - (B) Boston College","2017-12-28 08:29:00",70141,70139,"Green-B",60,"place-stplb","place-plsgr","place-stplb|place-plsgr",0.4
"158","Saint Paul Street - Green Line - (C) Cleveland Circle","Coolidge Corner - Green Line - (C) Cleveland Circle","2017-12-28 08:29:00",70217,70219,"Green-C",120,"place-stpul","place-cool","place-stpul|place-cool",0.704166666666667
"159","Saint Paul Street - Green Line - Park Street & North","Boston University West - Green Line - Park Street & North","2017-12-28 08:29:00",70140,70142,"Green-B",60,"place-stplb","place-buwst","place-stplb|place-buwst",0.279166666666667
"160","Savin Hill - Red Line - Alewife","JFK/UMass - Red Line - Alewife (from Ashmont)","2017-12-28 08:29:00",70088,70086,"Red",180,"place-shmnl","place-jfk","place-shmnl|place-jfk",0.383333333333333
"161","Savin Hill - Red Line - Ashmont","Fields Corner - Red Line - Ashmont","2017-12-28 08:29:00",70087,70089,"Red",180,"place-shmnl","place-fldcr","place-shmnl|place-fldcr",0.75
"162","Science Park - Green Line - Copley & West","North Station - Green Line - Copley & West","2017-12-28 08:29:00",70208,70206,"Green-E",180,"place-spmnl","place-north","place-spmnl|place-north",0.772222222222222
"163","Shawmut - Red Line - Alewife","Fields Corner - Red Line - Alewife","2017-12-28 08:29:00",70092,70090,"Red",120,"place-smmnl","place-fldcr","place-smmnl|place-fldcr",0.566666666666667
"164","South Station - Red Line - Ashmont/Braintree","Broadway - Red Line - Ashmont/Braintree","2017-12-28 08:29:00",70079,70081,"Red",120,"place-sstat","place-brdwy","place-sstat|place-brdwy",0.61875
"165","South Street - Green Line - Park Street & North","Chestnut Hill Avenue - Green Line - Park Street & North","2017-12-28 08:29:00",70110,70112,"Green-B",60,"place-sougr","place-chill","place-sougr|place-chill",1.80833333333333
"166","State Street - Blue Line - Bowdoin","Government Center - Blue Line - Bowdoin","2017-12-28 08:29:00",70041,70039,"Blue",120,"place-state","place-gover","place-state|place-gover",0.289583333333333
"167","State Street - Blue Line - Wonderland","Aquarium - Blue Line - Wonderland","2017-12-28 08:29:00",70042,70044,"Blue",120,"place-state","place-aqucl","place-state|place-aqucl",0.25625
"168","State Street - Orange Line - Forest Hills","Downtown Crossing - Orange Line - Forest Hills","2017-12-28 08:29:00",70022,70020,"Orange",120,"place-state","place-dwnxg","place-state|place-dwnxg",0.216666666666667
"169","State Street - Orange Line - Oak Grove","Haymarket - Orange Line - Oak Grove","2017-12-28 08:29:00",70023,70025,"Orange",60,"place-state","place-haecl","place-state|place-haecl",0.366666666666667
"170","Stony Brook - Orange Line - Forest Hills","Green Street - Orange Line - Forest Hills","2017-12-28 08:29:00",70004,70002,"Orange",120,"place-sbmnl","place-grnst","place-sbmnl|place-grnst",0.55
"171","Stony Brook - Orange Line - Oak Grove","Jackson Square - Orange Line - Oak Grove","2017-12-28 08:29:00",70005,70007,"Orange",120,"place-sbmnl","place-jaksn","place-sbmnl|place-jaksn",0.333333333333333
"172","Suffolk Downs - Blue Line - Bowdoin","Orient Heights - Blue Line - Bowdoin","2017-12-28 08:29:00",70053,70051,"Blue",120,"place-sdmnl","place-orhte","place-sdmnl|place-orhte",0.458333333333333
"173","Suffolk Downs - Blue Line - Wonderland","Beachmont - Blue Line - Wonderland","2017-12-28 08:29:00",70054,70056,"Blue",120,"place-sdmnl","place-bmmnl","place-sdmnl|place-bmmnl",0.354166666666667
"174","Sullivan Square - Orange Line - Forest Hills","Community College - Orange Line - Forest Hills","2017-12-28 08:29:00",70030,70028,"Orange",180,"place-sull","place-ccmnl","place-sull|place-ccmnl",0.619444444444444
"175","Sullivan Square - Orange Line - Oak Grove","Assembly - Orange Line - Oak Grove","2017-12-28 08:29:00",70031,70279,"Orange",120,"place-sull","place-astao","place-sull|place-astao",0.333333333333333
"176","Summit Avenue - Green Line - (C) Cleveland Circle","Brandon Hall - Green Line - (C) Cleveland Circle","2017-12-28 08:29:00",70223,70225,"Green-C",60,"place-sumav","place-bndhl","place-sumav|place-bndhl",0.65
"177","Sutherland Road - Green Line - (B) Boston College","Chiswick Road - Green Line - (B) Boston College","2017-12-28 08:29:00",70117,70115,"Green-B",60,"place-sthld","place-chswk","place-sthld|place-chswk",0.816666666666667
"178","Symphony - Green Line - (E) Heath Street","Northeastern University - Green Line - (E) Heath Street","2017-12-28 08:29:00",70241,70243,"Green-E",120,"place-symcl","place-nuniv","place-symcl|place-nuniv",0.413888888888889
"179","Symphony - Green Line - Park Street & North","Prudential - Green Line - Park Street & North","2017-12-28 08:29:00",70242,70240,"Green-E",60,"place-symcl","place-prmnl","place-symcl|place-prmnl",0.666666666666667
"180","Tappan Street - Green Line - Park Street & North","Washington Square - Green Line - Park Street & North","2017-12-28 08:29:00",70232,70230,"Green-C",60,"place-tapst","place-bcnwa","place-tapst|place-bcnwa",1.8
"181","Tufts Medical Center - Orange Line - Forest Hills","Back Bay - Orange Line - Forest Hills","2017-12-28 08:29:00",70016,70014,"Orange",120,"place-tumnl","place-bbsta","place-tumnl|place-bbsta",0.795833333333333
"182","Tufts Medical Center - Orange Line - Oak Grove","Chinatown - Orange Line - Oak Grove","2017-12-28 08:29:00",70017,70019,"Orange",120,"place-tumnl","place-chncl","place-tumnl|place-chncl",0.25
"183","Waban - Green Line - (D) Riverside","Woodland - Green Line - (D) Riverside","2017-12-28 08:29:00",70165,70163,"Green-D",180,"place-waban","place-woodl","place-waban|place-woodl",0.701388888888889
"184","Waban - Green Line - Park Street & North","Eliot - Green Line - Park Street & North","2017-12-28 08:29:00",70164,70166,"Green-D",120,"place-waban","place-eliot","place-waban|place-eliot",0.705555555555556
"185","Warren Street - Green Line - Park Street & North","Allston Street - Green Line - Park Street & North","2017-12-28 08:29:00",70124,70126,"Green-B",60,"place-wrnst","place-alsgr","place-wrnst|place-alsgr",0.333333333333333
"186","Washington Square - Green Line - (C) Cleveland Circle","Tappan Street - Green Line - (C) Cleveland Circle","2017-12-28 08:29:00",70229,70231,"Green-C",60,"place-bcnwa","place-tapst","place-bcnwa|place-tapst",0.8
"187","Washington Square - Green Line - Park Street & North","Fairbanks Street - Green Line - Park Street & North","2017-12-28 08:29:00",70230,70228,"Green-C",120,"place-bcnwa","place-fbkst","place-bcnwa|place-fbkst",0.179166666666667
"188","Wellington - Orange Line - Forest Hills","Assembly - Orange Line - Forest Hills","2017-12-28 08:29:00",70032,70278,"Orange",120,"place-welln","place-astao","place-welln|place-astao",0.611111111111111
"189","Wellington - Orange Line - Oak Grove","Malden Center - Orange Line - Oak Grove","2017-12-28 08:29:00",70033,70035,"Orange",240,"place-welln","place-mlmnl","place-welln|place-mlmnl",0.84375
"190","Wollaston - Red Line - Alewife","North Quincy - Red Line - Alewife","2017-12-28 08:29:00",70100,70098,"Red",180,"place-wlsta","place-nqncy","place-wlsta|place-nqncy",0.35
"191","Wollaston - Red Line - Braintree","Quincy Center - Red Line - Braintree","2017-12-28 08:29:00",70099,70101,"Red",180,"place-wlsta","place-qnctr","place-wlsta|place-qnctr",0.672222222222222
"192","Wood Island - Blue Line - Bowdoin","Airport - Blue Line - Bowdoin","2017-12-28 08:29:00",70049,70047,"Blue",120,"place-wimnl","place-aport","place-wimnl|place-aport",0.547222222222222
"193","Wood Island - Blue Line - Wonderland","Orient Heights - Blue Line - Wonderland","2017-12-28 08:29:00",70050,70052,"Blue",120,"place-wimnl","place-orhte","place-wimnl|place-orhte",2.03541666666667
"194","Woodland - Green Line - Park Street & North","Waban - Green Line - Park Street & North","2017-12-28 08:29:00",70162,70164,"Green-D",180,"place-woodl","place-waban","place-woodl|place-waban",0.475925925925926
