,stop_id_old,stop_code_old,stop_name_old,stop_desc_old,stop_lat,stop_lon,zone_id_old,stop_url_old,location_type_old,parent_station_old,wheelchair_boarding_old,stop_id_new,stop_code_new,stop_name_new,stop_desc_new,zone_id_new,stop_url_new,location_type_new,parent_station_new,wheelchair_boarding_new
1431,32001,32001.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32001,32001.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1432,32001,32001.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32002,32002.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1433,32001,32001.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32003,32003.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1434,32001,32001.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32004,32004.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1435,32001,32001.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32005,32005.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1436,32001,32001.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,70101,70101.0,Quincy Center - Outbound,,,,0.0,place-qnctr,1.0
1437,32001,32001.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,70102,70102.0,Quincy Center - Inbound,,,,0.0,place-qnctr,1.0
1438,32001,32001.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,place-qnctr,,Quincy Center,,,,1.0,,1.0
1439,32002,32002.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,Quincy Center,,Quincy Center,,,,0.0,place-qnctr,1.0
1440,32002,32002.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32000,32000.0,Burgin Pkwy @ Quincy Center Station,,,,0.0,place-qnctr,0.0
1441,32002,32002.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32001,32001.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1442,32002,32002.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32002,32002.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1443,32002,32002.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32003,32003.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1444,32002,32002.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32004,32004.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1445,32002,32002.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32005,32005.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1446,32002,32002.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,70101,70101.0,Quincy Center - Outbound,,,,0.0,place-qnctr,1.0
1447,32002,32002.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,70102,70102.0,Quincy Center - Inbound,,,,0.0,place-qnctr,1.0
1448,32002,32002.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,place-qnctr,,Quincy Center,,,,1.0,,1.0
1449,32003,32003.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,Quincy Center,,Quincy Center,,,,0.0,place-qnctr,1.0
1450,32003,32003.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32000,32000.0,Burgin Pkwy @ Quincy Center Station,,,,0.0,place-qnctr,0.0
1451,32003,32003.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32001,32001.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1452,32003,32003.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32002,32002.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1453,32003,32003.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32003,32003.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1454,32003,32003.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32004,32004.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1455,32003,32003.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32005,32005.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1456,32003,32003.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,70101,70101.0,Quincy Center - Outbound,,,,0.0,place-qnctr,1.0
1457,32003,32003.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,70102,70102.0,Quincy Center - Inbound,,,,0.0,place-qnctr,1.0
1458,32003,32003.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,place-qnctr,,Quincy Center,,,,1.0,,1.0
1459,32004,32004.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,Quincy Center,,Quincy Center,,,,0.0,place-qnctr,1.0
1460,32004,32004.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32000,32000.0,Burgin Pkwy @ Quincy Center Station,,,,0.0,place-qnctr,0.0
1461,32004,32004.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32001,32001.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1462,32004,32004.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32002,32002.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1463,32004,32004.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32003,32003.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1464,32004,32004.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32004,32004.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1465,32004,32004.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32005,32005.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1466,32004,32004.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,70101,70101.0,Quincy Center - Outbound,,,,0.0,place-qnctr,1.0
1467,32004,32004.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,70102,70102.0,Quincy Center - Inbound,,,,0.0,place-qnctr,1.0
1468,32004,32004.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,place-qnctr,,Quincy Center,,,,1.0,,1.0
1469,32005,32005.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,Quincy Center,,Quincy Center,,,,0.0,place-qnctr,1.0
1470,32005,32005.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32000,32000.0,Burgin Pkwy @ Quincy Center Station,,,,0.0,place-qnctr,0.0
1471,32005,32005.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32001,32001.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1472,32005,32005.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32002,32002.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1473,32005,32005.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32003,32003.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1474,32005,32005.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32004,32004.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1475,32005,32005.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32005,32005.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1476,32005,32005.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,70101,70101.0,Quincy Center - Outbound,,,,0.0,place-qnctr,1.0
1477,32005,32005.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,70102,70102.0,Quincy Center - Inbound,,,,0.0,place-qnctr,1.0
1478,32005,32005.0,Quincy Center Bus Station,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,place-qnctr,,Quincy Center,,,,1.0,,1.0
1479,70101,70101.0,Quincy Center - Outbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,Quincy Center,,Quincy Center,,,,0.0,place-qnctr,1.0
1480,70101,70101.0,Quincy Center - Outbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32000,32000.0,Burgin Pkwy @ Quincy Center Station,,,,0.0,place-qnctr,0.0
1481,70101,70101.0,Quincy Center - Outbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32001,32001.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1482,70101,70101.0,Quincy Center - Outbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32002,32002.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1483,70101,70101.0,Quincy Center - Outbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32003,32003.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1484,70101,70101.0,Quincy Center - Outbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32004,32004.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1485,70101,70101.0,Quincy Center - Outbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32005,32005.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1486,70101,70101.0,Quincy Center - Outbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,70101,70101.0,Quincy Center - Outbound,,,,0.0,place-qnctr,1.0
1487,70101,70101.0,Quincy Center - Outbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,70102,70102.0,Quincy Center - Inbound,,,,0.0,place-qnctr,1.0
1488,70101,70101.0,Quincy Center - Outbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,place-qnctr,,Quincy Center,,,,1.0,,1.0
1489,70102,70102.0,Quincy Center - Inbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,Quincy Center,,Quincy Center,,,,0.0,place-qnctr,1.0
1490,70102,70102.0,Quincy Center - Inbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32000,32000.0,Burgin Pkwy @ Quincy Center Station,,,,0.0,place-qnctr,0.0
1491,70102,70102.0,Quincy Center - Inbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32001,32001.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1492,70102,70102.0,Quincy Center - Inbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32002,32002.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1493,70102,70102.0,Quincy Center - Inbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32003,32003.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1494,70102,70102.0,Quincy Center - Inbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32004,32004.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1495,70102,70102.0,Quincy Center - Inbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,32005,32005.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1496,70102,70102.0,Quincy Center - Inbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,70101,70101.0,Quincy Center - Outbound,,,,0.0,place-qnctr,1.0
1497,70102,70102.0,Quincy Center - Inbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,70102,70102.0,Quincy Center - Inbound,,,,0.0,place-qnctr,1.0
1498,70102,70102.0,Quincy Center - Inbound,,42.251809,-71.005409,,,0.0,place-qnctr,0.0,place-qnctr,,Quincy Center,,,,1.0,,1.0
1499,Quincy Center,,Quincy Center,,42.251809,-71.005409,,,0.0,place-qnctr,1.0,Quincy Center,,Quincy Center,,,,0.0,place-qnctr,1.0
1500,Quincy Center,,Quincy Center,,42.251809,-71.005409,,,0.0,place-qnctr,1.0,32000,32000.0,Burgin Pkwy @ Quincy Center Station,,,,0.0,place-qnctr,0.0
1501,Quincy Center,,Quincy Center,,42.251809,-71.005409,,,0.0,place-qnctr,1.0,32001,32001.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1502,Quincy Center,,Quincy Center,,42.251809,-71.005409,,,0.0,place-qnctr,1.0,32002,32002.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1503,Quincy Center,,Quincy Center,,42.251809,-71.005409,,,0.0,place-qnctr,1.0,32003,32003.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1504,Quincy Center,,Quincy Center,,42.251809,-71.005409,,,0.0,place-qnctr,1.0,32004,32004.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1505,Quincy Center,,Quincy Center,,42.251809,-71.005409,,,0.0,place-qnctr,1.0,32005,32005.0,Quincy Center Busway,,,,0.0,place-qnctr,0.0
1506,Quincy Center,,Quincy Center,,42.251809,-71.005409,,,0.0,place-qnctr,1.0,70101,70101.0,Quincy Center - Outbound,,,,0.0,place-qnctr,1.0
1507,Quincy Center,,Quincy Center,,42.251809,-71.005409,,,0.0,place-qnctr,1.0,70102,70102.0,Quincy Center - Inbound,,,,0.0,place-qnctr,1.0
1508,Quincy Center,,Quincy Center,,42.251809,-71.005409,,,0.0,place-qnctr,1.0,place-qnctr,,Quincy Center,,,,1.0,,1.0
1509,place-rbmnl,,Revere Beach,,42.40784254,-70.99253321,,,1.0,,1.0,70057,70057.0,Revere Beach - Inbound,,,,0.0,place-rbmnl,1.0
1510,place-rbmnl,,Revere Beach,,42.40784254,-70.99253321,,,1.0,,1.0,70058,70058.0,Revere Beach - Outbound,,,,0.0,place-rbmnl,1.0
1511,place-rbmnl,,Revere Beach,,42.40784254,-70.99253321,,,1.0,,1.0,place-rbmnl,,Revere Beach,,,,1.0,,1.0
1512,70057,70057.0,Revere Beach - Inbound,,42.40784254,-70.99253321,,,0.0,place-rbmnl,0.0,70057,70057.0,Revere Beach - Inbound,,,,0.0,place-rbmnl,1.0
1513,70057,70057.0,Revere Beach - Inbound,,42.40784254,-70.99253321,,,0.0,place-rbmnl,0.0,70058,70058.0,Revere Beach - Outbound,,,,0.0,place-rbmnl,1.0
1514,70057,70057.0,Revere Beach - Inbound,,42.40784254,-70.99253321,,,0.0,place-rbmnl,0.0,place-rbmnl,,Revere Beach,,,,1.0,,1.0
1515,70058,70058.0,Revere Beach - Outbound,,42.40784254,-70.99253321,,,0.0,place-rbmnl,0.0,70057,70057.0,Revere Beach - Inbound,,,,0.0,place-rbmnl,1.0
1516,70058,70058.0,Revere Beach - Outbound,,42.40784254,-70.99253321,,,0.0,place-rbmnl,0.0,70058,70058.0,Revere Beach - Outbound,,,,0.0,place-rbmnl,1.0
1517,70058,70058.0,Revere Beach - Outbound,,42.40784254,-70.99253321,,,0.0,place-rbmnl,0.0,place-rbmnl,,Revere Beach,,,,1.0,,1.0
1518,place-rcmnl,,Roxbury Crossing,,42.331396999999996,-71.095451,,,1.0,,1.0,1258,1258.0,Tremont St @ Roxbury Crossing Station,,,,0.0,place-rcmnl,1.0
1519,place-rcmnl,,Roxbury Crossing,,42.331396999999996,-71.095451,,,1.0,,1.0,1323,1323.0,Tremont St @ Columbus Ave,,,,0.0,place-rcmnl,1.0
1520,place-rcmnl,,Roxbury Crossing,,42.331396999999996,-71.095451,,,1.0,,1.0,70008,70008.0,Roxbury Crossing - Outbound,,,,0.0,place-rcmnl,1.0
1521,place-rcmnl,,Roxbury Crossing,,42.331396999999996,-71.095451,,,1.0,,1.0,70009,70009.0,Roxbury Crossing - Inbound,,,,0.0,place-rcmnl,1.0
1522,place-rcmnl,,Roxbury Crossing,,42.331396999999996,-71.095451,,,1.0,,1.0,place-rcmnl,,Roxbury Crossing,,,,1.0,,1.0
1523,1258,1258.0,Tremont St @ Roxbury Crossing Station,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,1258,1258.0,Tremont St @ Roxbury Crossing Station,,,,0.0,place-rcmnl,1.0
1524,1258,1258.0,Tremont St @ Roxbury Crossing Station,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,1323,1323.0,Tremont St @ Columbus Ave,,,,0.0,place-rcmnl,1.0
1525,1258,1258.0,Tremont St @ Roxbury Crossing Station,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,70008,70008.0,Roxbury Crossing - Outbound,,,,0.0,place-rcmnl,1.0
1526,1258,1258.0,Tremont St @ Roxbury Crossing Station,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,70009,70009.0,Roxbury Crossing - Inbound,,,,0.0,place-rcmnl,1.0
1527,1258,1258.0,Tremont St @ Roxbury Crossing Station,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,place-rcmnl,,Roxbury Crossing,,,,1.0,,1.0
1528,1323,1323.0,Tremont St @ Columbus Ave,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,1258,1258.0,Tremont St @ Roxbury Crossing Station,,,,0.0,place-rcmnl,1.0
1529,1323,1323.0,Tremont St @ Columbus Ave,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,1323,1323.0,Tremont St @ Columbus Ave,,,,0.0,place-rcmnl,1.0
1530,1323,1323.0,Tremont St @ Columbus Ave,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,70008,70008.0,Roxbury Crossing - Outbound,,,,0.0,place-rcmnl,1.0
1531,1323,1323.0,Tremont St @ Columbus Ave,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,70009,70009.0,Roxbury Crossing - Inbound,,,,0.0,place-rcmnl,1.0
1532,1323,1323.0,Tremont St @ Columbus Ave,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,place-rcmnl,,Roxbury Crossing,,,,1.0,,1.0
1533,1357,1357.0,Tremont St opp Roxbury Crossing Sta,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,1258,1258.0,Tremont St @ Roxbury Crossing Station,,,,0.0,place-rcmnl,1.0
1534,1357,1357.0,Tremont St opp Roxbury Crossing Sta,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,1323,1323.0,Tremont St @ Columbus Ave,,,,0.0,place-rcmnl,1.0
1535,1357,1357.0,Tremont St opp Roxbury Crossing Sta,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,70008,70008.0,Roxbury Crossing - Outbound,,,,0.0,place-rcmnl,1.0
1536,1357,1357.0,Tremont St opp Roxbury Crossing Sta,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,70009,70009.0,Roxbury Crossing - Inbound,,,,0.0,place-rcmnl,1.0
1537,1357,1357.0,Tremont St opp Roxbury Crossing Sta,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,place-rcmnl,,Roxbury Crossing,,,,1.0,,1.0
1538,70008,70008.0,Roxbury Crossing - Outbound,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,1258,1258.0,Tremont St @ Roxbury Crossing Station,,,,0.0,place-rcmnl,1.0
1539,70008,70008.0,Roxbury Crossing - Outbound,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,1323,1323.0,Tremont St @ Columbus Ave,,,,0.0,place-rcmnl,1.0
1540,70008,70008.0,Roxbury Crossing - Outbound,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,70008,70008.0,Roxbury Crossing - Outbound,,,,0.0,place-rcmnl,1.0
1541,70008,70008.0,Roxbury Crossing - Outbound,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,70009,70009.0,Roxbury Crossing - Inbound,,,,0.0,place-rcmnl,1.0
1542,70008,70008.0,Roxbury Crossing - Outbound,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,place-rcmnl,,Roxbury Crossing,,,,1.0,,1.0
1543,70009,70009.0,Roxbury Crossing - Inbound,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,1258,1258.0,Tremont St @ Roxbury Crossing Station,,,,0.0,place-rcmnl,1.0
1544,70009,70009.0,Roxbury Crossing - Inbound,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,1323,1323.0,Tremont St @ Columbus Ave,,,,0.0,place-rcmnl,1.0
1545,70009,70009.0,Roxbury Crossing - Inbound,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,70008,70008.0,Roxbury Crossing - Outbound,,,,0.0,place-rcmnl,1.0
1546,70009,70009.0,Roxbury Crossing - Inbound,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,70009,70009.0,Roxbury Crossing - Inbound,,,,0.0,place-rcmnl,1.0
1547,70009,70009.0,Roxbury Crossing - Inbound,,42.331396999999996,-71.095451,,,0.0,place-rcmnl,0.0,place-rcmnl,,Roxbury Crossing,,,,1.0,,1.0
1548,place-river,,Riverside,,42.337059,-71.25174200000001,,,1.0,,1.0,38155,38155.0,Riverside Sta,,,,0.0,place-river,0.0
1549,place-river,,Riverside,,42.337059,-71.25174200000001,,,1.0,,1.0,70160,70160.0,Riverside - Inbound,,,,0.0,place-river,1.0
1550,place-river,,Riverside,,42.337059,-71.25174200000001,,,1.0,,1.0,70161,70161.0,Riverside - Outbound,,,,0.0,place-river,1.0
1551,place-river,,Riverside,,42.337059,-71.25174200000001,,,1.0,,1.0,place-river,,Riverside,,,,1.0,,1.0
1552,38155,38155.0,Riverside Sta,,42.337059,-71.25174200000001,,,0.0,place-river,0.0,38155,38155.0,Riverside Sta,,,,0.0,place-river,0.0
1553,38155,38155.0,Riverside Sta,,42.337059,-71.25174200000001,,,0.0,place-river,0.0,70160,70160.0,Riverside - Inbound,,,,0.0,place-river,1.0
1554,38155,38155.0,Riverside Sta,,42.337059,-71.25174200000001,,,0.0,place-river,0.0,70161,70161.0,Riverside - Outbound,,,,0.0,place-river,1.0
1555,38155,38155.0,Riverside Sta,,42.337059,-71.25174200000001,,,0.0,place-river,0.0,place-river,,Riverside,,,,1.0,,1.0
1556,70160,70160.0,Riverside - Inbound,,42.337059,-71.25174200000001,,,0.0,place-river,0.0,38155,38155.0,Riverside Sta,,,,0.0,place-river,0.0
1557,70160,70160.0,Riverside - Inbound,,42.337059,-71.25174200000001,,,0.0,place-river,0.0,70160,70160.0,Riverside - Inbound,,,,0.0,place-river,1.0
1558,70160,70160.0,Riverside - Inbound,,42.337059,-71.25174200000001,,,0.0,place-river,0.0,70161,70161.0,Riverside - Outbound,,,,0.0,place-river,1.0
1559,70160,70160.0,Riverside - Inbound,,42.337059,-71.25174200000001,,,0.0,place-river,0.0,place-river,,Riverside,,,,1.0,,1.0
1560,70161,70161.0,Riverside - Outbound,,42.337059,-71.25174200000001,,,0.0,place-river,0.0,38155,38155.0,Riverside Sta,,,,0.0,place-river,0.0
1561,70161,70161.0,Riverside - Outbound,,42.337059,-71.25174200000001,,,0.0,place-river,0.0,70160,70160.0,Riverside - Inbound,,,,0.0,place-river,1.0
1562,70161,70161.0,Riverside - Outbound,,42.337059,-71.25174200000001,,,0.0,place-river,0.0,70161,70161.0,Riverside - Outbound,,,,0.0,place-river,1.0
1563,70161,70161.0,Riverside - Outbound,,42.337059,-71.25174200000001,,,0.0,place-river,0.0,place-river,,Riverside,,,,1.0,,1.0
1564,place-rsmnl,,Reservoir,,42.335027000000004,-71.14895200000001,,,1.0,,1.0,21917,21917.0,Reservoir Busway,,,,0.0,place-rsmnl,0.0
1565,place-rsmnl,,Reservoir,,42.335027000000004,-71.14895200000001,,,1.0,,1.0,70174,70174.0,Reservoir - Inbound,,,,0.0,place-rsmnl,1.0
1566,place-rsmnl,,Reservoir,,42.335027000000004,-71.14895200000001,,,1.0,,1.0,70175,70175.0,Reservoir - Outbound,,,,0.0,place-rsmnl,1.0
1567,place-rsmnl,,Reservoir,,42.335027000000004,-71.14895200000001,,,1.0,,1.0,place-rsmnl,,Reservoir,,,,1.0,,1.0
1568,21917,21917.0,Chestnut Hill Ave @ Reservoir Busway,,42.335027000000004,-71.14895200000001,,,0.0,place-rsmnl,0.0,21917,21917.0,Reservoir Busway,,,,0.0,place-rsmnl,0.0
1569,21917,21917.0,Chestnut Hill Ave @ Reservoir Busway,,42.335027000000004,-71.14895200000001,,,0.0,place-rsmnl,0.0,70174,70174.0,Reservoir - Inbound,,,,0.0,place-rsmnl,1.0
1570,21917,21917.0,Chestnut Hill Ave @ Reservoir Busway,,42.335027000000004,-71.14895200000001,,,0.0,place-rsmnl,0.0,70175,70175.0,Reservoir - Outbound,,,,0.0,place-rsmnl,1.0
1571,21917,21917.0,Chestnut Hill Ave @ Reservoir Busway,,42.335027000000004,-71.14895200000001,,,0.0,place-rsmnl,0.0,place-rsmnl,,Reservoir,,,,1.0,,1.0
1572,70174,70174.0,Reservoir - Inbound,,42.335027000000004,-71.14895200000001,,,0.0,place-rsmnl,0.0,21917,21917.0,Reservoir Busway,,,,0.0,place-rsmnl,0.0
1573,70174,70174.0,Reservoir - Inbound,,42.335027000000004,-71.14895200000001,,,0.0,place-rsmnl,0.0,70174,70174.0,Reservoir - Inbound,,,,0.0,place-rsmnl,1.0
1574,70174,70174.0,Reservoir - Inbound,,42.335027000000004,-71.14895200000001,,,0.0,place-rsmnl,0.0,70175,70175.0,Reservoir - Outbound,,,,0.0,place-rsmnl,1.0
1575,70174,70174.0,Reservoir - Inbound,,42.335027000000004,-71.14895200000001,,,0.0,place-rsmnl,0.0,place-rsmnl,,Reservoir,,,,1.0,,1.0
1576,70175,70175.0,Reservoir - Outbound,,42.335027000000004,-71.14895200000001,,,0.0,place-rsmnl,0.0,21917,21917.0,Reservoir Busway,,,,0.0,place-rsmnl,0.0
1577,70175,70175.0,Reservoir - Outbound,,42.335027000000004,-71.14895200000001,,,0.0,place-rsmnl,0.0,70174,70174.0,Reservoir - Inbound,,,,0.0,place-rsmnl,1.0
1578,70175,70175.0,Reservoir - Outbound,,42.335027000000004,-71.14895200000001,,,0.0,place-rsmnl,0.0,70175,70175.0,Reservoir - Outbound,,,,0.0,place-rsmnl,1.0
1579,70175,70175.0,Reservoir - Outbound,,42.335027000000004,-71.14895200000001,,,0.0,place-rsmnl,0.0,place-rsmnl,,Reservoir,,,,1.0,,1.0
1580,place-rugg,,Ruggles,,42.336377,-71.088961,,,1.0,,1.0,1226,1226.0,Tremont St @ Ruggles St,,,,0.0,,0.0
1581,place-rugg,,Ruggles,,42.336377,-71.088961,,,1.0,,1.0,17861,17861.0,Ruggles Upper Busway,,,,0.0,place-rugg,0.0
1582,place-rugg,,Ruggles,,42.336377,-71.088961,,,1.0,,1.0,17862,17862.0,Ruggles Lower Busway - Lane 1,,,,0.0,place-rugg,0.0
1583,place-rugg,,Ruggles,,42.336377,-71.088961,,,1.0,,1.0,17863,17863.0,Ruggles Lower Busway - Lane 2,,,,0.0,place-rugg,0.0
1584,place-rugg,,Ruggles,,42.336377,-71.088961,,,1.0,,1.0,70010,70010.0,Ruggles - Outbound,,,,0.0,place-rugg,1.0
1585,place-rugg,,Ruggles,,42.336377,-71.088961,,,1.0,,1.0,70011,70011.0,Ruggles - Inbound,,,,0.0,place-rugg,1.0
1586,place-rugg,,Ruggles,,42.336377,-71.088961,,,1.0,,1.0,place-rugg,,Ruggles,,,,1.0,,1.0
